Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR
Kc Qd 9s,Ah8d,0.886,27.78,1.68935,11.0585
Kc Qd 9s,Ah9d,0.796,55.70,19.2033,62.6883
Kc Qd 9s,AhTd,0.706,43.92,16.1576,66.8899
Kc Qd 9s,AhJd,0.315,45.58,18.2889,72.9507
Kc Qd 9s,Ah2h,0.698,25.02,1.48511,10.7941
Kc Qd 9s,Ah3h,0.735,25.03,1.43621,10.4329
Kc Qd 9s,Ah4h,0.638,25.19,1.4207,10.2562
Kc Qd 9s,Ah5h,0.564,25.38,1.43697,10.2928
Kc Qd 9s,Ah6h,0.686,25.84,1.50872,10.6141
Kc Qd 9s,Ah7h,0.657,26.57,1.56083,10.681
Kc Qd 9s,Ah8h,0.722,27.72,1.67752,11.0026
Kc Qd 9s,Ah9h,0.781,55.58,18.9906,62.1222
Kc Qd 9s,AhTh,0.639,43.83,15.8661,65.8113
Kc Qd 9s,AhJh,0.670,45.48,18.011,72.004
Kc Qd 9s,Ah3s,0.192,25.09,1.46584,10.6242
Kc Qd 9s,Ah4s,0.517,25.25,1.4464,10.4154
Kc Qd 9s,Ah5s,0.710,25.47,1.45042,10.3558
Kc Qd 9s,Ah6s,0.551,25.91,1.52717,10.715
Kc Qd 9s,Ah7s,0.857,26.63,1.57553,10.7553
Kc Qd 9s,Ah8s,0.886,27.79,1.68982,11.0561
Kc Qd 9s,AhTs,0.706,43.91,16.1128,66.7124
Kc Qd 9s,AhJs,0.315,45.58,18.2176,72.6747
Kc Qd 9s,AhQs,0.434,66.81,32.9114,89.5677
Kc Qd 9s,2s2c,1.000,32.34,2.67916,15.0615
Kc Qd 9s,2s2d,1.000,32.37,2.68979,15.1074
Kc Qd 9s,2s2h,1.000,32.33,2.63792,14.833
Kc Qd 9s,3s3c,1.000,33.15,2.7056,14.8416
Kc Qd 9s,3s3d,1.000,33.15,2.71006,14.8656
Kc Qd 9s,3s3h,1.000,33.14,2.65333,14.5569
Kc Qd 9s,3s2s,0.205,13.92,1.53013,19.9805
Kc Qd 9s,4s4c,1.000,34.48,2.86152,15.0873
Kc Qd 9s,4s4d,1.000,34.49,2.86474,15.1038
Kc Qd 9s,4s4h,1.000,34.48,2.81201,14.83
Kc Qd 9s,4s2s,0.477,14.03,1.45865,18.9069
Kc Qd 9s,4s3s,0.841,13.91,1.36887,17.8903
Kc Qd 9s,5s5c,0.991,35.80,3.25809,16.5464
Kc Qd 9s,5s5d,0.991,35.80,3.27708,16.6424
Kc Qd 9s,5s5h,0.991,35.78,3.084,15.6723
Kc Qd 9s,5s2s,0.706,14.02,1.41385,18.3406
Kc Qd 9s,5s3s,0.834,13.90,1.34363,17.5751
Kc Qd 9s,5s4s,0.745,14.05,1.32339,17.1312
Kc Qd 9s,6s6c,0.930,37.51,4.22436,20.4751
Kc Qd 9s,6s6d,0.930,37.51,4.25519,20.6241
Kc Qd 9s,6s6h,0.930,37.48,4.06562,19.7206
Kc Qd 9s,6s3s,0.709,14.03,1.41676,18.3605
Kc Qd 9s,6s4s,0.789,14.15,1.38639,17.8107
Kc Qd 9s,6s5s,0.740,15.55,1.71123,20.0099
Kc Qd 9s,7s6c,0.123,13.53,1.18306,15.8956
Kc Qd 9s,7s7c,0.826,39.40,5.46583,25.2201
Kc Qd 9s,7s6d,0.123,13.53,1.18352,15.9016
Kc Qd 9s,7s7d,0.826,39.40,5.49532,25.3571
Kc Qd 9s,7s6h,0.123,13.50,1.16002,15.6259
Kc Qd 9s,7s7h,0.826,39.38,5.34119,24.6612
Kc Qd 9s,7s3s,0.057,14.50,1.49699,18.7665
Kc Qd 9s,7s4s,0.792,14.62,1.44219,17.9322
Kc Qd 9s,7s5s,0.736,16.04,1.7585,19.9319
Kc Qd 9s,7s6s,0.672,17.23,2.04716,21.6078
Kc Qd 9s,8s7c,0.283,14.45,1.25494,15.787
Kc Qd 9s,8s8c,0.763,41.62,6.90418,30.1595
Kc Qd 9s,8s7d,0.283,14.45,1.25572,15.7976
Kc Qd 9s,8s8d,0.763,41.57,6.91342,30.2413
Kc Qd 9s,8s7h,0.283,14.41,1.22875,15.5001
Kc Qd 9s,8s8h,0.763,41.55,6.78321,29.6857
Kc Qd 9s,8s4s,0.075,15.22,1.54449,18.445
Kc Qd 9s,8s5s,0.744,16.57,1.7975,19.7192
Kc Qd 9s,8s6s,0.746,17.83,2.12499,21.6641
Kc Qd 9s,8s7s,0.680,18.12,2.14868,21.5651
Kc Qd 9s,Ts8c,0.357,27.42,6.31774,41.8871
Kc Qd 9s,Ts9c,0.809,58.63,21.557,66.8511
Kc Qd 9s,Ts8d,0.357,27.41,6.35985,42.1877
Kc Qd 9s,Ts9d,0.809,58.63,21.5686,66.8855
Kc Qd 9s,Ts8h,0.357,27.36,6.15074,40.8806
Kc Qd 9s,Ts9h,0.809,58.54,21.3146,66.2048
Kc Qd 9s,Ts2s,0.114,28.18,8.40038,54.1991
Kc Qd 9s,Ts3s,0.161,28.08,8.06362,52.2167
Kc Qd 9s,Ts4s,0.238,28.20,8.00009,51.5882
Kc Qd 9s,Ts5s,0.262,28.27,7.8914,50.7616
Kc Qd 9s,Ts6s,0.622,29.76,9.62428,58.7914
Kc Qd 9s,Ts7s,0.594,30.03,9.83676,59.5489
Kc Qd 9s,Ts8s,0.483,30.39,9.4328,56.4367
Kc Qd 9s,Js8c,0.091,28.58,5.28801,33.645
Kc Qd 9s,Js9c,0.827,59.35,22.218,68.0688
Kc Qd 9s,JsTc,0.760,92.27,135.883,267.768
Kc Qd 9s,Js8d,0.091,28.56,5.32084,33.8758
Kc Qd 9s,Js9d,0.827,59.35,22.2271,68.0953
Kc Qd 9s,JsTd,0.760,92.27,135.908,267.815
Kc Qd 9s,Js8h,0.091,28.50,5.13245,32.7397
Kc Qd 9s,Js9h,0.827,59.25,21.9831,67.461
Kc Qd 9s,JsTh,0.760,92.15,135.2,266.763
Kc Qd 9s,Js2s,0.550,30.53,8.1663,48.6279
Kc Qd 9s,Js3s,0.530,30.45,7.91376,47.255
Kc Qd 9s,Js4s,0.662,30.60,7.85111,46.6545
Kc Qd 9s,Js5s,0.792,30.70,7.71919,45.7151
Kc Qd 9s,Js6s,0.798,30.88,7.74013,45.5769
Kc Qd 9s,Js7s,0.620,31.17,7.98452,46.5777
Kc Qd 9s,Js8s,0.609,31.53,7.95598,45.8783
Kc Qd 9s,JsTs,0.419,92.37,136.923,269.508
Kc Qd 9s,Qs9c,0.824,78.39,58.6736,136.095
Kc Qd 9s,QsTc,0.766,67.39,31.4963,84.9742
Kc Qd 9s,QsJc,0.818,68.48,33.1576,88.031
Kc Qd 9s,Qs9d,0.824,78.39,58.6481,136.023
Kc Qd 9s,QsTd,0.766,67.39,31.4627,84.8873
Kc Qd 9s,QsJd,0.818,68.48,33.1213,87.9379
Kc Qd 9s,Qs9h,0.824,78.33,58.7488,136.36
Kc Qd 9s,QsTh,0.766,67.30,31.4019,84.8408
Kc Qd 9s,QsJh,0.818,68.37,33.0242,87.819
Kc Qd 9s,Qs2s,0.834,61.47,26.0539,77.063
Kc Qd 9s,Qs3s,0.842,61.29,25.7557,76.4112
Kc Qd 9s,Qs4s,0.813,61.23,25.6317,76.1057
Kc Qd 9s,Qs5s,0.814,61.11,25.3789,75.5084
Kc Qd 9s,Qs6s,0.781,61.14,25.4073,75.5545
Kc Qd 9s,Qs7s,0.835,61.23,25.4583,75.5915
Kc Qd 9s,Qs8s,0.699,61.32,25.3715,75.2332
Kc Qd 9s,QsTs,0.461,68.70,35.68,94.4309
Kc Qd 9s,QsJs,0.496,69.71,37.1722,96.9496
Kc Qd 9s,Ks7c,0.067,67.38,32.7604,88.3986
Kc Qd 9s,Ks8c,0.405,67.70,32.8426,88.2097
Kc Qd 9s,Ks9c,0.810,81.69,69.2091,154.041
Kc Qd 9s,KsTc,0.674,75.36,45.5737,109.957
Kc Qd 9s,KsJc,0.712,76.46,48.3936,115.078
Kc Qd 9s,KsQc,0.486,84.29,82.9123,178.843
Kc Qd 9s,Ks7d,0.067,67.46,32.7673,88.3136
Kc Qd 9s,Ks8d,0.405,67.74,32.9206,88.3601
Kc Qd 9s,Ks9d,0.810,81.67,69.1663,153.976
Kc Qd 9s,KsTd,0.674,75.35,45.5945,110.018
Kc Qd 9s,KsJd,0.712,76.45,48.4564,115.239
Kc Qd 9s,Ks7h,0.067,67.28,32.284,87.239
Kc Qd 9s,Ks8h,0.405,67.57,32.4617,87.3433
Kc Qd 9s,Ks9h,0.810,81.62,69.249,154.261
Kc Qd 9s,KsTh,0.674,75.25,45.4886,109.905
Kc Qd 9s,KsJh,0.712,76.34,48.3084,115.056
Kc Qd 9s,KsQh,0.486,84.18,83.303,179.918
Kc Qd 9s,Ks2s,0.802,69.08,37.4295,98.5212
Kc Qd 9s,Ks3s,0.819,68.95,37.1934,98.0798
Kc Qd 9s,Ks4s,0.846,68.92,37.0876,97.8472
Kc Qd 9s,Ks5s,0.802,68.83,36.8927,97.4495
Kc Qd 9s,Ks6s,0.739,68.90,37.0546,97.7869
Kc Qd 9s,Ks7s,0.762,69.00,37.1453,97.8822
Kc Qd 9s,Ks8s,0.755,69.28,37.3822,98.1022
Kc Qd 9s,KsTs,0.547,76.41,49.9594,118.879
Kc Qd 9s,KsJs,0.535,77.43,52.58,123.461
Kc Qd 9s,KsQs,0.215,85.02,88.5685,189.399
Kc Qd 9s,As3c,0.192,25.16,1.57625,11.3887
Kc Qd 9s,As4c,0.517,25.33,1.54367,11.0813
Kc Qd 9s,As5c,0.710,25.54,1.54245,10.9788
Kc Qd 9s,As6c,0.551,26.02,1.62381,11.347
Kc Qd 9s,As7c,0.857,26.75,1.67011,11.3533
Kc Qd 9s,As8c,0.886,27.92,1.79418,11.6839
Kc Qd 9s,As9c,0.796,55.86,19.29,62.7916
Kc Qd 9s,AsTc,0.706,44.07,16.2517,67.0476
Kc Qd 9s,AsJc,0.315,45.74,18.5161,73.5976
Kc Qd 9s,AsQc,0.434,66.96,33.0734,89.8004
Kc Qd 9s,As3d,0.192,25.16,1.57737,11.3967
Kc Qd 9s,As4d,0.517,25.33,1.5461,11.0987
Kc Qd 9s,As5d,0.710,25.54,1.54381,10.9884
Kc Qd 9s,As6d,0.551,26.02,1.6226,11.3384
Kc Qd 9s,As7d,0.857,26.75,1.66826,11.341
Kc Qd 9s,As8d,0.886,27.90,1.79217,11.6808
Kc Qd 9s,As9d,0.796,55.86,19.3001,62.8234
Kc Qd 9s,AsTd,0.706,44.07,16.2503,67.0417
Kc Qd 9s,AsJd,0.315,45.74,18.5106,73.5754
Kc Qd 9s,As3h,0.192,25.14,1.56235,11.3004
Kc Qd 9s,As4h,0.517,25.29,1.52697,10.9761
Kc Qd 9s,As5h,0.710,25.49,1.53068,10.9169
Kc Qd 9s,As6h,0.551,25.96,1.60885,11.2698
Kc Qd 9s,As7h,0.857,26.68,1.65259,11.2603
Kc Qd 9s,As8h,0.886,27.84,1.77542,11.5941
Kc Qd 9s,As9h,0.796,55.74,19.0849,62.251
Kc Qd 9s,AsTh,0.706,43.99,15.9905,66.0983
Kc Qd 9s,AsJh,0.315,45.64,18.2719,72.7895
Kc Qd 9s,AsQh,0.434,66.82,32.6908,88.9584
Kc Qd 9s,As2s,0.698,28.56,2.99128,19.0463
Kc Qd 9s,As3s,0.735,28.58,2.92028,18.5807
Kc Qd 9s,As4s,0.638,28.73,2.89405,18.3124
Kc Qd 9s,As5s,0.564,28.93,2.88367,18.1223
Kc Qd 9s,As6s,0.686,29.35,2.96391,18.3578
Kc Qd 9s,As7s,0.657,30.05,3.03456,18.3616
Kc Qd 9s,As8s,0.722,31.16,3.16009,18.4381
Kc Qd 9s,AsTs,0.639,46.47,21.5738,84.401
Kc Qd 9s,AsJs,0.670,48.03,23.9499,90.6579
Kc Td Tc,3c2c,0.205,39.32,15.2465,70.4967
Kc Td Tc,4c2c,0.477,39.53,15.2402,70.097
Kc Td Tc,4c3c,0.841,39.46,14.7876,68.1365
Kc Td Tc,5c2c,0.706,39.78,15.4086,70.4197
Kc Td Tc,5c3c,0.834,39.71,14.9965,68.6556
Kc Td Tc,5c4c,0.745,39.85,15.0497,68.6571
Kc Td Tc,6c3c,0.709,40.06,15.6059,70.8218
Kc Td Tc,6c4c,0.789,40.19,15.5936,70.5482
Kc Td Tc,6c5c,0.740,40.34,15.7669,71.0642
Kc Td Tc,7c3c,0.057,40.53,16.2176,72.7537
Kc Td Tc,7c4c,0.792,40.65,16.1098,72.0535
Kc Td Tc,7c5c,0.736,40.75,16.0966,71.8117
Kc Td Tc,7c6c,0.672,41.71,17.5693,76.5802
Kc Td Tc,7c6d,0.123,17.96,1.19677,12.1159
Kc Td Tc,7c6h,0.123,17.92,1.21229,12.2998
Kc Td Tc,7c6s,0.123,17.92,1.21229,12.2998
Kc Td Tc,8c4c,0.075,41.49,17.02,74.5926
Kc Td Tc,8c5c,0.744,41.54,16.771,73.3995
Kc Td Tc,8c6c,0.746,42.48,18.0394,77.2131
Kc Td Tc,8c7c,0.680,43.24,18.8073,79.0899
Kc Td Tc,8c7d,0.283,20.09,1.42191,12.8692
Kc Td Tc,8c7h,0.283,20.04,1.43938,13.056
Kc Td Tc,8c7s,0.283,20.04,1.43938,13.056
Kc Td Tc,9c5c,0.211,42.75,17.758,75.5247
Kc Td Tc,9c6c,0.709,43.64,18.8721,78.6186
Kc Td Tc,9c7c,0.709,44.54,20.2552,82.6878
Kc Td Tc,9c8c,0.558,44.92,20.7683,84.0568
Kc Td Tc,9c8d,0.259,22.45,1.76136,14.267
Kc Td Tc,9c8h,0.259,22.38,1.75963,14.2974
Kc Td Tc,9c8s,0.259,22.38,1.75963,14.2974
Kc Td Tc,Jc2c,0.550,45.59,21.0435,83.9149
Kc Td Tc,Jc3c,0.530,45.56,20.7213,82.6984
Kc Td Tc,Jc4c,0.662,45.67,20.6382,82.168
Kc Td Tc,Jc5c,0.792,45.71,20.4025,81.1464
Kc Td Tc,Jc6c,0.798,45.82,20.4778,81.2653
Kc Td Tc,Jc7c,0.620,46.73,21.7061,84.4524
Kc Td Tc,Jc8c,0.609,47.12,22.0541,85.1019
Kc Td Tc,Jc9c,0.441,53.48,35.22,119.742
Kc Td Tc,Jc8d,0.091,25.25,2.06253,14.8527
Kc Td Tc,Jc9d,0.827,34.52,6.92529,36.4772
Kc Td Tc,Jc8h,0.091,25.17,2.06161,14.8921
Kc Td Tc,Jc9h,0.827,34.43,6.63717,35.0491
Kc Td Tc,JcTh,0.760,89.68,95.4297,193.475
Kc Td Tc,Jc8s,0.091,25.17,2.06161,14.8921
Kc Td Tc,Jc9s,0.827,34.43,6.63699,35.0482
Kc Td Tc,JcTs,0.760,89.68,95.4299,193.476
Kc Td Tc,Qc2c,0.834,49.16,24.3632,90.1088
Kc Td Tc,Qc3c,0.842,49.13,23.9458,88.6224
Kc Td Tc,Qc4c,0.813,49.21,23.8104,87.9664
Kc Td Tc,Qc5c,0.814,49.25,23.5478,86.9236
Kc Td Tc,Qc6c,0.781,49.38,23.6046,86.914
Kc Td Tc,Qc7c,0.835,49.61,23.8035,87.2323
Kc Td Tc,Qc8c,0.699,50.01,24.1942,87.9629
Kc Td Tc,Qc9c,0.495,56.21,37.3261,120.742
Kc Td Tc,QcJc,0.496,63.42,53.6083,153.682
Kc Td Tc,Qc9d,0.824,37.83,7.7127,37.0706
Kc Td Tc,QcJd,0.818,48.37,21.1488,79.493
Kc Td Tc,Qc9h,0.824,37.73,7.41495,35.7318
Kc Td Tc,QcTh,0.766,90.38,99.5569,200.282
Kc Td Tc,QcJh,0.818,48.26,20.8529,78.5664
Kc Td Tc,Qc9s,0.824,37.73,7.41472,35.7307
Kc Td Tc,QcTs,0.766,90.38,99.5571,200.283
Kc Td Tc,QcJs,0.818,48.26,20.8529,78.5663
Kc Td Tc,Ac2c,0.698,57.51,33.8442,106.995
Kc Td Tc,Ac3c,0.735,57.55,33.424,105.593
Kc Td Tc,Ac4c,0.638,57.67,33.3502,105.142
Kc Td Tc,Ac5c,0.564,57.82,33.2162,104.458
Kc Td Tc,Ac6c,0.686,58.10,33.3374,104.332
Kc Td Tc,Ac7c,0.657,58.55,33.7625,104.842
Kc Td Tc,Ac8c,0.722,59.41,34.7509,106.356
Kc Td Tc,Ac9c,0.781,60.51,35.523,106.732
Kc Td Tc,AcJc,0.670,67.67,51.3722,138.036
Kc Td Tc,Ac3d,0.192,39.33,3.99612,18.473
Kc Td Tc,Ac4d,0.517,39.47,3.85661,17.7653
Kc Td Tc,Ac5d,0.710,39.65,3.85008,17.6533
Kc Td Tc,Ac6d,0.551,40.05,4.13671,18.7816
Kc Td Tc,Ac7d,0.857,40.75,4.44376,19.8265
Kc Td Tc,Ac8d,0.886,41.92,5.47827,23.7591
Kc Td Tc,Ac9d,0.796,43.72,6.20177,25.7898
Kc Td Tc,AcJd,0.315,54.35,21.1656,70.8039
Kc Td Tc,AcQd,0.434,55.71,22.7089,74.1173
Kc Td Tc,Ac3h,0.192,39.25,3.94626,18.2807
Kc Td Tc,Ac4h,0.517,39.38,3.81291,17.6042
Kc Td Tc,Ac5h,0.710,39.55,3.82004,17.5593
Kc Td Tc,Ac6h,0.551,40.01,4.28317,19.4662
Kc Td Tc,Ac7h,0.857,40.71,4.56489,20.3859
Kc Td Tc,Ac8h,0.886,41.83,5.46383,23.7497
Kc Td Tc,Ac9h,0.796,43.61,6.08929,25.3852
Kc Td Tc,AcTh,0.706,90.07,107.491,216.996
Kc Td Tc,AcJh,0.315,54.23,20.854,69.9239
Kc Td Tc,AcQh,0.434,55.56,22.3727,73.2122
Kc Td Tc,Ac3s,0.192,39.25,3.94627,18.2807
Kc Td Tc,Ac4s,0.517,39.38,3.81291,17.6042
Kc Td Tc,Ac5s,0.710,39.55,3.82004,17.5593
Kc Td Tc,Ac6s,0.551,40.01,4.28319,19.4663
Kc Td Tc,Ac7s,0.857,40.71,4.56489,20.3859
Kc Td Tc,Ac8s,0.886,41.83,5.46383,23.7497
Kc Td Tc,Ac9s,0.796,43.61,6.08928,25.3851
Kc Td Tc,AcTs,0.706,90.06,107.491,216.998
Kc Td Tc,AcJs,0.315,54.23,20.854,69.9238
Kc Td Tc,AcQs,0.434,55.56,22.3727,73.2122
Kc Td Tc,2d2c,1.000,37.79,6.85217,32.9684
Kc Td Tc,3d3c,1.000,38.84,6.72601,31.4871
Kc Td Tc,3d2d,0.205,16.09,1.02687,11.6067
Kc Td Tc,4d4c,1.000,40.37,7.42023,33.422
Kc Td Tc,4d2d,0.477,16.22,0.98586,11.0502
Kc Td Tc,4d3d,0.841,16.11,0.93841,10.5899
Kc Td Tc,5d5c,0.991,41.97,8.57186,37.1329
Kc Td Tc,5d2d,0.706,16.32,0.96073,10.7047
Kc Td Tc,5d3d,0.834,16.21,0.92447,10.3702
Kc Td Tc,5d4d,0.745,16.35,0.91136,10.135
Kc Td Tc,6d6c,0.930,43.89,10.3432,42.8479
Kc Td Tc,6d3d,0.709,16.43,0.95649,10.5827
Kc Td Tc,6d4d,0.789,16.55,0.94031,10.3307
Kc Td Tc,6d5d,0.740,16.64,0.9331,10.1928
Kc Td Tc,7d6c,0.123,17.92,1.17758,11.945
Kc Td Tc,7d7c,0.826,46.11,12.9932,51.2314
Kc Td Tc,7d3d,0.057,16.91,1,10.7497
Kc Td Tc,7d4d,0.792,17.03,0.96904,10.3479
Kc Td Tc,7d5d,0.736,17.12,0.9597,10.191
Kc Td Tc,7d6d,0.672,18.41,1.1296,11.1553
Kc Td Tc,7d6h,0.123,14.91,0.75965,9.26629
Kc Td Tc,7d6s,0.123,14.91,0.75965,9.26629
Kc Td Tc,8d7c,0.283,20.01,1.37311,12.476
Kc Td Tc,8d8c,0.763,48.78,15.3181,57.0991
Kc Td Tc,8d4d,0.075,17.89,1.08052,10.9826
Kc Td Tc,8d5d,0.744,17.91,1.04744,10.6321
Kc Td Tc,8d6d,0.746,19.25,1.22237,11.5448
Kc Td Tc,8d7d,0.680,20.40,1.33484,11.8966
Kc Td Tc,8d7h,0.283,16.98,0.9175,9.82689
Kc Td Tc,8d7s,0.283,16.98,0.9175,9.82689
Kc Td Tc,9d8c,0.259,22.35,1.79475,14.5987
Kc Td Tc,9d9c,0.351,52.57,19.8502,68.6601
Kc Td Tc,9d5d,0.211,19.36,1.20252,11.2946
Kc Td Tc,9d6d,0.709,20.72,1.37589,12.0761
Kc Td Tc,9d7d,0.709,22.08,1.57781,12.9911
Kc Td Tc,9d8d,0.558,22.54,1.68627,13.6011
Kc Td Tc,9d8h,0.259,19.23,1.18878,11.2402
Kc Td Tc,9d8s,0.259,19.23,1.18878,11.2402
Kc Td Tc,Jd8c,0.091,24.97,1.88185,13.7051
Kc Td Tc,Jd9c,0.827,34.34,6.36776,33.7124
Kc Td Tc,Jd2d,0.550,22.95,1.47644,11.6951
Kc Td Tc,Jd3d,0.530,22.88,1.43035,11.3682
Kc Td Tc,Jd4d,0.662,23.01,1.39836,11.0473
Kc Td Tc,Jd5d,0.792,23.06,1.36874,10.7916
Kc Td Tc,Jd6d,0.798,23.18,1.38802,10.8882
Kc Td Tc,Jd7d,0.620,24.58,1.59631,11.8091
Kc Td Tc,Jd8d,0.609,25.03,1.7051,12.3857
Kc Td Tc,Jd9d,0.441,34.05,6.86095,36.6331
Kc Td Tc,Jd8h,0.091,21.85,1.25774,10.4639
Kc Td Tc,Jd9h,0.827,31.41,3.24727,18.7956
Kc Td Tc,JdTh,0.760,88.39,91.9201,189.087
Kc Td Tc,Jd8s,0.091,21.85,1.25774,10.4638
Kc Td Tc,Jd9s,0.827,31.41,3.24726,18.7956
Kc Td Tc,JdTs,0.760,88.39,91.9201,189.087
Kc Td Tc,Qd9c,0.824,37.40,6.00837,29.2106
Kc Td Tc,QdJc,0.818,48.09,20.1746,76.2742
Kc Td Tc,Qd2d,0.834,27.18,1.56034,10.4368
Kc Td Tc,Qd3d,0.842,27.15,1.52417,10.206
Kc Td Tc,Qd4d,0.813,27.25,1.50255,10.024
Kc Td Tc,Qd5d,0.814,27.29,1.48117,9.86972
Kc Td Tc,Qd6d,0.781,27.43,1.5014,9.951
Kc Td Tc,Qd7d,0.835,27.76,1.51669,9.93284
Kc Td Tc,Qd8d,0.699,28.21,1.62124,10.4501
Kc Td Tc,Qd9d,0.495,37.01,6.31739,31.0318
Kc Td Tc,QdJd,0.496,47.29,19.9737,76.8016
Kc Td Tc,Qd9h,0.824,34.50,2.99935,15.8089
Kc Td Tc,QdTh,0.766,88.82,94.8698,194.212
Kc Td Tc,QdJh,0.818,45.32,16.3779,65.7098
Kc Td Tc,Qd9s,0.824,34.50,2.99935,15.8089
Kc Td Tc,QdTs,0.766,88.82,94.8698,194.212
Kc Td Tc,QdJs,0.818,45.32,16.3779,65.7097
Kc Td Tc,Kd7c,0.067,68.91,35.8395,94.558
Kc Td Tc,Kd8c,0.405,69.47,36.3448,95.1261
Kc Td Tc,Kd9c,0.810,70.70,38.0522,97.8575
Kc Td Tc,KdJc,0.712,74.02,44.846,110.156
Kc Td Tc,KdQc,0.486,75.51,49.1033,118.228
Kc Td Tc,Kd2d,0.802,68.43,36.3306,96.5289
Kc Td Tc,Kd3d,0.819,68.29,36.0355,95.9408
Kc Td Tc,Kd4d,0.846,68.24,35.9416,95.7603
Kc Td Tc,Kd5d,0.802,68.13,35.7571,95.4238
Kc Td Tc,Kd6d,0.739,68.12,35.7425,95.3942
Kc Td Tc,Kd7d,0.762,68.29,35.931,95.6606
Kc Td Tc,Kd8d,0.755,68.80,36.6381,96.8294
Kc Td Tc,Kd9d,0.592,69.90,38.5461,100.267
Kc Td Tc,KdJd,0.535,72.91,44.1182,110.015
Kc Td Tc,KdQd,0.215,74.07,47.3496,116.236
Kc Td Tc,Kd7h,0.067,67.04,32.4269,87.9489
Kc Td Tc,Kd8h,0.405,67.42,32.8403,88.5629
Kc Td Tc,Kd9h,0.810,68.57,34.7198,92.0668
Kc Td Tc,KdTh,0.674,98.44,177.09,327.094
Kc Td Tc,KdJh,0.712,71.76,40.5268,102.676
Kc Td Tc,KdQh,0.486,72.99,43.7185,108.91
Kc Td Tc,Kd7s,0.067,67.04,32.4268,87.9488
Kc Td Tc,Kd8s,0.405,67.42,32.8403,88.5629
Kc Td Tc,Kd9s,0.810,68.57,34.7198,92.0668
Kc Td Tc,KdTs,0.674,98.44,177.09,327.095
Kc Td Tc,KdJs,0.712,71.76,40.5269,102.676
Kc Td Tc,KdQs,0.486,72.99,43.7184,108.91
Kc Td Tc,Ad3c,0.192,37.73,2.03556,9.8097
Kc Td Tc,Ad4c,0.517,37.98,2.05075,9.81621
Kc Td Tc,Ad5c,0.710,38.36,2.10489,9.97589
Kc Td Tc,Ad6c,0.551,38.91,2.19495,10.2555
Kc Td Tc,Ad7c,0.857,39.67,2.30446,10.5626
Kc Td Tc,Ad8c,0.886,40.94,3.28708,14.5991
Kc Td Tc,Ad9c,0.796,42.84,4.35031,18.4632
Kc Td Tc,AdJc,0.315,53.66,19.2562,65.245
Kc Td Tc,AdQc,0.434,55.32,21.7974,71.6442
Kc Td Tc,Ad2d,0.698,38.16,2.70563,12.8918
Kc Td Tc,Ad3d,0.735,38.20,2.59682,12.3588
Kc Td Tc,Ad4d,0.638,38.34,2.64387,12.5373
Kc Td Tc,Ad5d,0.564,38.51,2.72211,12.8519
Kc Td Tc,Ad6d,0.686,38.89,2.95803,13.8309
Kc Td Tc,Ad7d,0.657,39.57,3.37596,15.5136
Kc Td Tc,Ad8d,0.722,40.71,4.35536,19.4502
Kc Td Tc,Ad9d,0.781,42.41,4.90362,21.0206
Kc Td Tc,AdJd,0.670,52.72,19.0526,65.7026
Kc Td Tc,Ad3h,0.192,35.53,1.7383,8.89616
Kc Td Tc,Ad4h,0.517,35.66,1.7314,8.82675
Kc Td Tc,Ad5h,0.710,35.84,1.73398,8.79545
Kc Td Tc,Ad6h,0.551,36.30,1.79985,9.01395
Kc Td Tc,Ad7h,0.857,37.02,1.83574,9.0148
Kc Td Tc,Ad8h,0.886,38.16,1.97691,9.4198
Kc Td Tc,Ad9h,0.796,39.97,2.16917,9.86831
Kc Td Tc,AdTh,0.706,88.07,101.303,209.129
Kc Td Tc,AdJh,0.315,50.87,15.4383,55.1803
Kc Td Tc,AdQh,0.434,52.21,16.9866,59.155
Kc Td Tc,Ad3s,0.192,35.53,1.7383,8.89616
Kc Td Tc,Ad4s,0.517,35.66,1.7314,8.82675
Kc Td Tc,Ad5s,0.710,35.84,1.73398,8.79545
Kc Td Tc,Ad6s,0.551,36.30,1.79985,9.01395
Kc Td Tc,Ad7s,0.857,37.02,1.83574,9.01481
Kc Td Tc,Ad8s,0.886,38.16,1.97691,9.41981
Kc Td Tc,Ad9s,0.796,39.97,2.16917,9.86832
Kc Td Tc,AdTs,0.706,88.07,101.305,209.131
Kc Td Tc,AdJs,0.315,50.87,15.4383,55.1802
Kc Td Tc,AdQs,0.434,52.21,16.9866,59.155
Kc Td Tc,2h2c,1.000,37.78,6.87943,33.1093
Kc Td Tc,2h2d,1.000,35.94,5.28559,26.7393
Kc Td Tc,3h3c,1.000,38.82,6.75896,31.6538
Kc Td Tc,3h3d,1.000,36.95,5.17346,25.4602
Kc Td Tc,3h2h,0.205,12.54,0.61452,8.91137
Kc Td Tc,4h4c,1.000,40.34,7.42629,33.4684
Kc Td Tc,4h4d,1.000,38.42,5.80661,27.482
Kc Td Tc,4h2h,0.477,12.67,0.59185,8.49561
Kc Td Tc,4h3h,0.841,12.55,0.56075,8.12135
Kc Td Tc,5h5c,0.991,41.94,8.58504,37.2175
Kc Td Tc,5h5d,0.991,39.90,6.87713,31.3402
Kc Td Tc,5h2h,0.706,12.75,0.57959,8.26369
Kc Td Tc,5h3h,0.834,12.64,0.55789,8.02502
